Company:,Ride Hailing Data,,,,,,
Date:,,,,,,,
,,,,,,,
Ride ID,OriginArea,BookingTime,Total (hh:mm:ss),Traffic Period,Confirmed,Confirmation Time,Ride Start Time
RD357,Indiranagar,7:04 AM,00:13:00,Non-Peak Time,Yes,3,10
RD358,Indiranagar,7:27 AM,00:16:00,Non-Peak Time,Yes,5,11
RD359,Indiranagar,7:46 AM,00:34:00,Non-Peak Time,Yes,7,27
RD360,Indiranagar,7:12 AM,00:12:00,Non-Peak Time,No,4,0
RD361,Indiranagar,6:52 AM,00:06:00,Non-Peak Time,Yes,1,5
RD362,Indiranagar,6:31 AM,00:08:00,Non-Peak Time,Yes,3,5
RD363,Indiranagar,5:47 AM,00:06:00,Non-Peak Time,Yes,2,4
RD364,Indiranagar,6:31 AM,00:07:00,Non-Peak Time,Yes,1,6
RD365,Indiranagar,6:32 AM,00:07:00,Non-Peak Time,No,7,0
RD366,Indiranagar,8:37 AM,00:29:00,Peak Time,No,7,0
RD367,Indiranagar,10:01 AM,00:24:00,Peak Time,Yes,8,16
RD368,Indiranagar,8:54 AM,00:23:00,Peak Time,No,9,0
RD369,Indiranagar,8:40 AM,00:28:00,Peak Time,Yes,6,22
RD370,Indiranagar,8:23 AM,00:20:00,Peak Time,Yes,4,16
RD371,Indiranagar,10:41 AM,00:28:00,Peak Time,Yes,7,21
RD372,Indiranagar,8:26 AM,00:19:00,Peak Time,Yes,4,15
RD373,Indiranagar,8:41 AM,00:27:00,Peak Time,Yes,5,22
RD374,Indiranagar,8:56 AM,00:28:00,Peak Time,No,10,0
RD375,Indiranagar,8:00 AM,00:25:00,Peak Time,No,8,0
RD376,Indiranagar,8:11 AM,00:17:00,Peak Time,Yes,6,11
RD377,Indiranagar,10:15 AM,00:29:00,Peak Time,Yes,6,23
RD378,Indiranagar,8:25 AM,00:23:00,Peak Time,No,6,0
RD379,Indiranagar,10:04 AM,00:15:00,Peak Time,No,8,0
RD380,Indiranagar,9:50 AM,00:18:00,Peak Time,No,11,0
RD381,Indiranagar,10:10 AM,00:19:00,Peak Time,Yes,6,13
RD382,Indiranagar,9:06 AM,00:26:00,Peak Time,Yes,7,19
RD383,Indiranagar,10:53 AM,00:42:00,Peak Time,No,9,0
RD384,Indiranagar,8:46 AM,00:24:00,Peak Time,Yes,8,16
RD385,Indiranagar,8:58 AM,00:24:00,Peak Time,Yes,5,19
RD386,Indiranagar,10:52 AM,00:18:00,Peak Time,Yes,4,14
RD387,Indiranagar,9:29 AM,00:21:00,Peak Time,Yes,4,17
RD388,Indiranagar,8:43 AM,00:16:00,Peak Time,No,9,0
RD389,Indiranagar,9:22 AM,00:19:00,Peak Time,Yes,4,15
RD390,Indiranagar,9:58 AM,00:23:00,Peak Time,Yes,8,15
RD391,Indiranagar,10:31 AM,00:24:00,Peak Time,No,9,0
RD392,Indiranagar,9:29 AM,00:22:00,Peak Time,Yes,4,18
RD393,Indiranagar,8:11 AM,00:22:00,Peak Time,Yes,4,18
RD394,Indiranagar,9:19 AM,00:22:00,Peak Time,Yes,7,15
RD395,Indiranagar,8:12 AM,00:22:00,Peak Time,Yes,6,16
RD396,Indiranagar,9:09 AM,00:29:00,Peak Time,Yes,7,22
RD397,Indiranagar,9:59 AM,00:26:00,Peak Time,No,11,0
RD398,Indiranagar,10:29 AM,00:22:00,Peak Time,No,11,0
RD399,Indiranagar,3:29 PM,00:12:00,Non-Peak Time,Yes,3,9
RD400,Indiranagar,12:01 PM,00:05:00,Non-Peak Time,Yes,2,3
RD401,Indiranagar,3:47 PM,00:11:00,Non-Peak Time,No,6,0
RD402,Indiranagar,12:27 PM,00:12:00,Non-Peak Time,Yes,2,10
RD403,Indiranagar,1:36 PM,00:16:00,Non-Peak Time,Yes,4,12
RD404,Indiranagar,1:59 PM,00:13:00,Non-Peak Time,Yes,3,10
RD405,Indiranagar,2:03 PM,00:10:00,Non-Peak Time,Yes,2,8
RD406,Indiranagar,1:28 PM,00:05:00,Non-Peak Time,Yes,1,4
RD407,Indiranagar,3:18 PM,00:05:00,Non-Peak Time,No,4,0
RD408,Indiranagar,12:06 PM,00:18:00,Non-Peak Time,Yes,6,12
RD409,Indiranagar,2:16 PM,00:15:00,Non-Peak Time,Yes,4,11
RD410,Indiranagar,1:41 PM,00:17:00,Non-Peak Time,Yes,4,13
RD411,Indiranagar,3:05 PM,00:19:00,Non-Peak Time,Yes,6,13
RD412,Indiranagar,1:04 PM,00:09:00,Non-Peak Time,No,4,0
RD413,Indiranagar,1:49 PM,00:17:00,Non-Peak Time,No,9,0
RD414,Indiranagar,4:57 PM,00:24:00,Peak Time,No,7,0
RD415,Indiranagar,9:17 PM,00:18:00,Non-Peak Time,Yes,4,14
RD416,Indiranagar,5:13 PM,00:24:00,Peak Time,Yes,5,19
RD417,Indiranagar,8:07 PM,00:27:00,Non-Peak Time,Yes,5,22
RD418,Indiranagar,9:02 PM,00:26:00,Non-Peak Time,Yes,5,21
RD419,Indiranagar,6:12 PM,00:25:00,Peak Time,No,9,0
RD420,Indiranagar,7:00 PM,00:24:00,Peak Time,Yes,8,16
RD421,Indiranagar,9:19 PM,00:34:00,Non-Peak Time,Yes,7,27
RD422,Indiranagar,5:04 PM,00:24:00,Peak Time,No,6,0
RD423,Indiranagar,4:33 PM,00:21:00,Peak Time,No,9,0
RD424,Indiranagar,4:37 PM,00:24:00,Peak Time,Yes,6,18
RD425,Indiranagar,8:03 PM,00:16:00,Non-Peak Time,Yes,4,12
RD426,Indiranagar,7:49 PM,00:17:00,Peak Time,No,8,0
RD427,Indiranagar,8:14 PM,00:29:00,Non-Peak Time,Yes,10,19
RD428,Indiranagar,4:44 PM,00:15:00,Peak Time,Yes,5,10
RD429,Indiranagar,7:35 PM,00:25:00,Peak Time,No,6,0
RD430,Indiranagar,5:02 PM,00:20:00,Peak Time,No,9,0
RD431,Indiranagar,6:27 PM,00:28:00,Peak Time,Yes,9,19
RD432,Indiranagar,5:13 PM,00:36:00,Peak Time,Yes,12,24
RD433,Indiranagar,4:08 PM,00:28:00,Peak Time,No,11,0
RD434,Indiranagar,8:41 PM,00:17:00,Non-Peak Time,Yes,4,13
RD435,Indiranagar,9:03 PM,00:19:00,Non-Peak Time,Yes,4,15
RD436,Indiranagar,8:14 PM,00:24:00,Non-Peak Time,Yes,8,16
RD437,Indiranagar,6:37 PM,00:23:00,Peak Time,Yes,8,15
RD438,Indiranagar,4:47 PM,00:23:00,Peak Time,Yes,5,18
RD439,Indiranagar,4:24 PM,00:26:00,Peak Time,Yes,5,21
RD440,Indiranagar,5:39 PM,00:28:00,Peak Time,No,12,0
RD441,Indiranagar,6:41 PM,00:27:00,Peak Time,Yes,5,22
RD442,Indiranagar,4:16 PM,00:16:00,Peak Time,Yes,5,11
RD443,Indiranagar,6:27 PM,00:21:00,Peak Time,No,8,0
RD444,Indiranagar,7:17 PM,00:22:00,Peak Time,Yes,7,15
RD445,Indiranagar,6:30 PM,00:28:00,Peak Time,Yes,9,19
RD446,Indiranagar,7:55 PM,00:24:00,Peak Time,Yes,6,18
RD447,Indiranagar,9:40 PM,00:26:00,Non-Peak Time,Yes,5,21
RD448,Indiranagar,12:55 AM,00:13:00,Non-Peak Time,Yes,4,9
RD449,Indiranagar,10:48 PM,00:06:00,Non-Peak Time,Yes,2,4
RD450,Indiranagar,1:50 AM,00:06:00,Non-Peak Time,Yes,2,4
RD451,Indiranagar,11:09 PM,00:06:00,Non-Peak Time,Yes,2,4
RD452,Indiranagar,4:02 AM,00:07:00,Non-Peak Time,No,3,0
RD453,Indiranagar,1:35 AM,00:16:00,Non-Peak Time,Yes,4,12
RD454,Indiranagar,1:28 AM,00:11:00,Non-Peak Time,Yes,3,8
RD455,Indiranagar,3:16 AM,00:19:00,Non-Peak Time,No,9,0
RD456,Indiranagar,4:05 AM,00:15:00,Non-Peak Time,Yes,3,12
RD457,Indiranagar,1:54 AM,00:06:00,Non-Peak Time,Yes,2,4
RD458,Indiranagar,1:46 AM,00:08:00,Non-Peak Time,No,3,0
RD459,Indiranagar,12:46 AM,00:15:00,Non-Peak Time,Yes,4,11
RD460,Indiranagar,1:39 AM,00:12:00,Non-Peak Time,No,8,0
RD461,Indiranagar,12:11 AM,00:13:00,Non-Peak Time,Yes,4,9
RD462,Indiranagar,11:06 PM,00:08:00,Non-Peak Time,Yes,2,6
RD463,Whitefield,7:43 AM,00:02:00,Non-Peak Time,Yes,0,2
RD464,Whitefield,5:06 AM,00:08:00,Non-Peak Time,Yes,2,6
RD465,Whitefield,6:19 AM,00:06:00,Non-Peak Time,No,6,0
RD466,Whitefield,7:13 AM,00:07:00,Non-Peak Time,Yes,2,5
RD467,Whitefield,7:00 AM,00:13:00,Non-Peak Time,Yes,3,10
RD468,Whitefield,6:58 AM,00:22:00,Non-Peak Time,Yes,6,16
RD469,Whitefield,7:28 AM,00:10:00,Non-Peak Time,Yes,3,7
RD470,Whitefield,7:34 AM,00:04:00,Non-Peak Time,Yes,1,3
RD471,Whitefield,7:57 AM,00:02:00,Non-Peak Time,No,2,0
RD472,Whitefield,6:28 AM,00:03:00,Non-Peak Time,Yes,1,2
RD473,Whitefield,5:20 AM,00:10:00,Non-Peak Time,Yes,3,7
RD474,Whitefield,6:02 AM,00:02:00,Non-Peak Time,Yes,0,2
RD475,Whitefield,6:03 AM,00:05:00,Non-Peak Time,Yes,2,3
RD476,Whitefield,5:05 AM,00:13:00,Non-Peak Time,Yes,4,9
RD477,Whitefield,5:12 AM,00:07:00,Non-Peak Time,No,3,0
RD478,Whitefield,5:13 AM,00:03:00,Non-Peak Time,No,5,0
RD479,Whitefield,8:05 AM,00:14:00,Peak Time,Yes,4,10
RD480,Whitefield,8:41 AM,00:18:00,Peak Time,Yes,4,14
RD481,Whitefield,10:43 AM,00:16:00,Peak Time,No,10,0
RD482,Whitefield,8:40 AM,00:14:00,Peak Time,No,7,0
RD483,Whitefield,8:19 AM,00:26:00,Peak Time,Yes,5,21
RD484,Whitefield,10:53 AM,00:15:00,Peak Time,Yes,4,11
RD485,Whitefield,10:15 AM,00:18:00,Peak Time,No,10,0
RD486,Whitefield,9:40 AM,00:16:00,Peak Time,Yes,5,11
RD487,Whitefield,8:39 AM,00:14:00,Peak Time,No,6,0
RD488,Whitefield,8:02 AM,00:17:00,Peak Time,No,7,0
RD489,Whitefield,8:40 AM,00:18:00,Peak Time,Yes,6,12
RD490,Whitefield,10:00 AM,00:15:00,Peak Time,Yes,3,12
RD491,Whitefield,8:43 AM,00:10:00,Peak Time,Yes,2,8
RD492,Whitefield,10:22 AM,00:14:00,Peak Time,Yes,3,11
RD493,Whitefield,9:47 AM,00:20:00,Peak Time,No,5,0
RD494,Whitefield,10:36 AM,00:11:00,Peak Time,Yes,2,9
RD495,Whitefield,9:17 AM,00:15:00,Peak Time,Yes,5,10
RD496,Whitefield,10:40 AM,00:15:00,Peak Time,No,8,0
RD497,Whitefield,10:06 AM,00:13:00,Peak Time,Yes,3,10
RD498,Whitefield,10:21 AM,00:12:00,Peak Time,No,3,0
RD499,Whitefield,10:13 AM,00:10:00,Peak Time,Yes,3,7
RD500,Whitefield,8:00 AM,00:15:00,Peak Time,No,10,0
RD501,Whitefield,10:54 AM,00:10:00,Peak Time,No,8,0
RD502,Whitefield,9:25 AM,00:20:00,Peak Time,Yes,7,13
RD503,Whitefield,8:39 AM,00:13:00,Peak Time,Yes,3,10
RD504,Whitefield,9:42 AM,00:19:00,Peak Time,Yes,4,15
RD505,Whitefield,8:15 AM,00:18:00,Peak Time,Yes,5,13
RD506,Whitefield,9:43 AM,00:16:00,Peak Time,Yes,4,12
RD507,Whitefield,8:23 AM,00:10:00,Peak Time,Yes,2,8
RD508,Whitefield,10:00 AM,00:10:00,Peak Time,Yes,2,8
RD509,Whitefield,8:00 AM,00:32:00,Peak Time,Yes,11,21
RD510,Whitefield,10:36 AM,00:11:00,Peak Time,No,5,0
RD511,Whitefield,9:06 AM,00:12:00,Peak Time,Yes,2,10
RD512,Whitefield,9:12 AM,00:12:00,Peak Time,Yes,3,9
RD513,Whitefield,2:13 PM,00:03:00,Non-Peak Time,Yes,1,2
RD514,Whitefield,3:33 PM,00:09:00,Non-Peak Time,Yes,2,7
RD515,Whitefield,2:42 PM,00:13:00,Non-Peak Time,No,6,0
RD516,Whitefield,11:03 AM,00:14:00,Non-Peak Time,Yes,5,9
RD517,Whitefield,12:59 PM,00:05:00,Non-Peak Time,Yes,1,4
RD518,Whitefield,2:38 PM,00:09:00,Non-Peak Time,Yes,3,6
RD519,Whitefield,1:01 PM,00:13:00,Non-Peak Time,Yes,4,9
RD520,Whitefield,1:13 PM,00:02:00,Non-Peak Time,No,5,0
RD521,Whitefield,2:47 PM,00:07:00,Non-Peak Time,Yes,2,5
RD522,Whitefield,2:00 PM,00:04:00,Non-Peak Time,No,6,0
RD523,Whitefield,11:49 AM,00:07:00,Non-Peak Time,Yes,1,6
RD524,Whitefield,11:46 AM,00:26:00,Non-Peak Time,Yes,7,19
RD525,Whitefield,6:27 PM,00:10:00,Peak Time,Yes,3,7
RD526,Whitefield,9:03 PM,00:17:00,Non-Peak Time,Yes,6,11
RD527,Whitefield,4:50 PM,00:14:00,Peak Time,No,6,0
RD528,Whitefield,4:48 PM,00:19:00,Peak Time,No,10,0
RD529,Whitefield,4:57 PM,00:11:00,Peak Time,Yes,2,9
RD530,Whitefield,4:46 PM,00:19:00,Peak Time,No,7,0
RD531,Whitefield,9:19 PM,00:13:00,Non-Peak Time,Yes,3,10
RD532,Whitefield,7:38 PM,00:13:00,Peak Time,No,7,0
RD533,Whitefield,9:52 PM,00:18:00,Non-Peak Time,Yes,4,14
RD534,Whitefield,9:00 PM,00:12:00,Non-Peak Time,Yes,2,10
RD535,Whitefield,5:03 PM,00:14:00,Peak Time,No,8,0
RD536,Whitefield,7:20 PM,00:12:00,Peak Time,No,7,0
RD537,Whitefield,4:54 PM,00:11:00,Peak Time,Yes,2,9
RD538,Whitefield,9:16 PM,00:17:00,Non-Peak Time,Yes,3,14
RD539,Whitefield,8:23 PM,00:17:00,Non-Peak Time,Yes,3,14
RD540,Whitefield,5:21 PM,00:14:00,Peak Time,Yes,5,9
RD541,Whitefield,4:13 PM,00:15:00,Peak Time,No,9,0
RD542,Whitefield,5:39 PM,00:19:00,Peak Time,Yes,5,14
RD543,Whitefield,9:53 PM,00:13:00,Non-Peak Time,No,4,0
RD544,Whitefield,5:42 PM,00:10:00,Peak Time,No,7,0
RD545,Whitefield,9:30 PM,00:12:00,Non-Peak Time,No,7,0
RD546,Whitefield,6:26 PM,00:12:00,Peak Time,Yes,2,10
RD547,Whitefield,6:51 PM,00:18:00,Peak Time,No,7,0
RD548,Whitefield,5:47 PM,00:17:00,Peak Time,Yes,4,13
RD549,Whitefield,7:03 PM,00:16:00,Peak Time,No,9,0
RD550,Whitefield,8:20 PM,00:15:00,Non-Peak Time,Yes,3,12
RD551,Whitefield,8:55 PM,00:18:00,Non-Peak Time,Yes,5,13
RD552,Whitefield,4:03 PM,00:12:00,Peak Time,Yes,3,9
RD553,Whitefield,4:00 PM,00:12:00,Peak Time,Yes,3,9
RD554,Whitefield,4:51 PM,00:17:00,Peak Time,Yes,4,13
RD555,Whitefield,9:18 PM,00:12:00,Non-Peak Time,Yes,3,9
RD556,Whitefield,4:27 PM,00:13:00,Peak Time,Yes,4,9
RD557,Whitefield,4:39 PM,00:11:00,Peak Time,Yes,3,8
RD558,Whitefield,8:05 PM,00:10:00,Non-Peak Time,No,8,0
RD559,Whitefield,4:18 PM,00:11:00,Peak Time,Yes,4,7
RD560,Whitefield,9:10 PM,00:12:00,Non-Peak Time,Yes,4,8
RD561,Whitefield,9:26 PM,00:16:00,Non-Peak Time,No,5,0
RD562,Whitefield,9:52 PM,00:14:00,Non-Peak Time,No,6,0
RD563,Whitefield,5:07 PM,00:16:00,Peak Time,Yes,5,11
RD564,Whitefield,7:44 PM,00:13:00,Peak Time,No,6,0
RD565,Whitefield,3:45 AM,00:08:00,Non-Peak Time,Yes,2,6
RD566,Whitefield,4:25 AM,00:08:00,Non-Peak Time,Yes,3,5
RD567,Whitefield,10:56 PM,00:02:00,Non-Peak Time,Yes,1,1
RD568,Whitefield,10:43 PM,00:01:00,Non-Peak Time,No,4,0
RD569,Whitefield,2:56 AM,00:07:00,Non-Peak Time,Yes,1,6
RD570,Whitefield,4:34 AM,00:13:00,Non-Peak Time,Yes,3,10
RD571,Whitefield,1:57 AM,00:02:00,Non-Peak Time,No,6,0
RD572,Whitefield,1:02 AM,00:01:00,Non-Peak Time,Yes,0,1
RD573,Whitefield,10:48 PM,00:07:00,Non-Peak Time,Yes,1,6
RD574,Whitefield,2:55 AM,00:10:00,Non-Peak Time,No,3,0
RD575,Whitefield,11:16 PM,00:08:00,Non-Peak Time,Yes,3,5
RD576,Whitefield,12:05 AM,00:05:00,Non-Peak Time,No,4,0
RD577,Whitefield,10:44 PM,00:06:00,Non-Peak Time,Yes,1,5
RD578,Whitefield,1:12 AM,00:04:00,Non-Peak Time,Yes,1,3
RD579,Whitefield,4:00 AM,00:13:00,Non-Peak Time,Yes,3,10
RD580,Whitefield,11:29 PM,00:09:00,Non-Peak Time,Yes,2,7
RD581,Whitefield,3:34 AM,00:07:00,Non-Peak Time,No,3,0
RD582,Whitefield,5:22 AM,00:03:00,Non-Peak Time,Yes,1,2
RD583,Whitefield,7:08 AM,00:12:00,Non-Peak Time,Yes,4,8
RD584,Whitefield,7:00 AM,00:01:00,Non-Peak Time,Yes,0,1
RD585,Whitefield,7:30 AM,00:14:00,Non-Peak Time,Yes,5,9
RD586,Whitefield,7:07 AM,00:14:00,Non-Peak Time,Yes,3,11
RD587,Whitefield,6:35 AM,00:06:00,Non-Peak Time,Yes,1,5
RD588,Whitefield,5:07 AM,00:10:00,Non-Peak Time,Yes,2,8
RD589,Whitefield,7:19 AM,00:08:00,Non-Peak Time,No,8,0
RD590,Whitefield,5:13 AM,00:14:00,Non-Peak Time,Yes,3,11
RD591,Whitefield,5:59 AM,00:09:00,Non-Peak Time,Yes,2,7
RD592,Whitefield,6:06 AM,00:11:00,Non-Peak Time,Yes,3,8
RD593,Whitefield,7:01 AM,00:11:00,Non-Peak Time,No,9,0
RD594,Whitefield,5:37 AM,00:11:00,Non-Peak Time,Yes,2,9
RD595,Whitefield,5:44 AM,00:12:00,Non-Peak Time,Yes,2,10
RD596,Whitefield,6:44 AM,00:08:00,Non-Peak Time,Yes,2,6
RD597,Whitefield,6:38 AM,00:12:00,Non-Peak Time,No,3,0
RD598,Whitefield,6:51 AM,00:09:00,Non-Peak Time,Yes,3,6
RD599,Whitefield,5:26 AM,00:05:00,Non-Peak Time,Yes,1,4
RD600,Whitefield,8:46 AM,00:10:00,Peak Time,No,6,0
RD601,Whitefield,9:36 AM,00:18:00,Peak Time,Yes,4,14
RD602,Whitefield,9:29 AM,00:18:00,Peak Time,Yes,5,13
RD603,Whitefield,9:35 AM,00:19:00,Peak Time,No,8,0
RD604,Whitefield,10:25 AM,00:11:00,Peak Time,Yes,4,7
RD605,Whitefield,9:40 AM,00:30:00,Peak Time,Yes,6,24
RD606,Whitefield,10:31 AM,00:11:00,Peak Time,Yes,2,9
RD607,Whitefield,8:35 AM,00:12:00,Peak Time,Yes,4,8
RD608,Whitefield,9:34 AM,00:14:00,Peak Time,Yes,5,9
RD609,Whitefield,9:52 AM,00:19:00,Peak Time,No,8,0
RD610,Whitefield,9:03 AM,00:10:00,Peak Time,Yes,3,7
RD611,Whitefield,10:16 AM,00:19:00,Peak Time,No,11,0
RD612,Whitefield,9:55 AM,00:16:00,Peak Time,No,7,0
RD613,Whitefield,10:33 AM,00:18:00,Peak Time,No,9,0
RD614,Whitefield,9:39 AM,00:14:00,Peak Time,No,6,0
RD615,Whitefield,10:11 AM,00:15:00,Peak Time,Yes,3,12
RD616,Whitefield,9:59 AM,00:19:00,Peak Time,Yes,5,14
RD617,Whitefield,10:51 AM,00:10:00,Peak Time,No,5,0
RD618,Whitefield,9:10 AM,00:14:00,Peak Time,Yes,5,9
RD619,Whitefield,8:49 AM,00:10:00,Peak Time,Yes,3,7
RD620,Whitefield,9:04 AM,00:13:00,Peak Time,Yes,4,9
RD621,Whitefield,10:55 AM,00:32:00,Peak Time,Yes,11,21
RD622,Whitefield,8:06 AM,00:10:00,Peak Time,Yes,3,7
RD623,Whitefield,9:17 AM,00:17:00,Peak Time,Yes,3,14
RD624,Whitefield,8:50 AM,00:16:00,Peak Time,Yes,4,12
RD625,Whitefield,9:15 AM,00:13:00,Peak Time,Yes,3,10
RD626,Whitefield,8:36 AM,00:17:00,Peak Time,Yes,6,11
RD627,Whitefield,8:37 AM,00:18:00,Peak Time,No,7,0
RD628,Whitefield,9:22 AM,00:17:00,Peak Time,Yes,3,14
RD629,Whitefield,10:19 AM,00:17:00,Peak Time,Yes,4,13
RD630,Whitefield,9:37 AM,00:17:00,Peak Time,No,9,0
RD631,Whitefield,9:38 AM,00:18:00,Peak Time,Yes,6,12
RD632,Whitefield,8:09 AM,00:38:00,Peak Time,Yes,8,30
RD633,Whitefield,9:18 AM,00:12:00,Peak Time,No,6,0
RD634,Whitefield,10:11 AM,00:13:00,Peak Time,No,4,0
RD635,Whitefield,8:54 AM,00:14:00,Peak Time,Yes,4,10
RD636,Whitefield,9:06 AM,00:15:00,Peak Time,No,9,0
RD637,Whitefield,9:37 AM,00:17:00,Peak Time,No,8,0
RD638,Whitefield,10:07 AM,00:11:00,Peak Time,No,6,0
RD639,Whitefield,8:07 AM,00:18:00,Peak Time,No,8,0
RD640,Whitefield,2:47 PM,00:06:00,Non-Peak Time,Yes,2,4
RD641,Whitefield,3:51 PM,00:08:00,Non-Peak Time,Yes,2,6
RD642,Whitefield,3:01 PM,00:07:00,Non-Peak Time,Yes,1,6
RD643,Whitefield,11:09 AM,00:09:00,Non-Peak Time,Yes,2,7
RD644,Whitefield,3:53 PM,00:03:00,Non-Peak Time,Yes,1,2
RD645,Whitefield,1:10 PM,00:01:00,Non-Peak Time,Yes,0,1
RD646,Whitefield,12:56 PM,00:04:00,Non-Peak Time,No,2,0
RD647,Whitefield,11:03 AM,00:10:00,Non-Peak Time,Yes,3,7
RD648,Whitefield,1:47 PM,00:13:00,Non-Peak Time,Yes,3,10
RD649,Whitefield,11:15 AM,00:01:00,Non-Peak Time,Yes,0,1
RD650,Whitefield,3:48 PM,00:14:00,Non-Peak Time,Yes,4,10
RD651,Whitefield,3:19 PM,00:04:00,Non-Peak Time,No,5,0
RD652,Whitefield,3:04 PM,00:09:00,Non-Peak Time,Yes,3,6
RD653,Whitefield,1:51 PM,00:07:00,Non-Peak Time,Yes,2,5
RD654,Whitefield,7:17 PM,00:14:00,Peak Time,Yes,4,10
RD655,Whitefield,6:00 PM,00:18:00,Peak Time,No,7,0
RD656,Whitefield,6:08 PM,00:11:00,Peak Time,Yes,4,7
RD657,Whitefield,4:20 PM,00:16:00,Peak Time,Yes,3,13
RD658,Whitefield,7:47 PM,00:16:00,Peak Time,Yes,5,11
RD659,Whitefield,5:40 PM,00:22:00,Peak Time,Yes,7,15
RD660,Whitefield,6:42 PM,00:19:00,Peak Time,Yes,4,15
RD661,Whitefield,6:25 PM,00:14:00,Peak Time,No,10,0
RD662,Whitefield,7:07 PM,00:16:00,Peak Time,Yes,4,12
RD663,Whitefield,5:36 PM,00:17:00,Peak Time,No,7,0
RD664,Whitefield,4:27 PM,00:15:00,Peak Time,Yes,5,10
RD665,Whitefield,6:44 PM,00:24:00,Peak Time,Yes,6,18
RD666,Whitefield,9:47 PM,00:19:00,Non-Peak Time,No,7,0
RD667,Whitefield,7:09 PM,00:11:00,Peak Time,No,9,0
RD668,Whitefield,4:55 PM,00:15:00,Peak Time,No,7,0
RD669,Whitefield,7:45 PM,00:18:00,Peak Time,Yes,5,13
RD670,Whitefield,9:37 PM,00:18:00,Non-Peak Time,Yes,4,14
RD671,Whitefield,9:02 PM,00:19:00,Non-Peak Time,Yes,6,13
RD672,Whitefield,6:59 PM,00:15:00,Peak Time,Yes,5,10
RD673,Whitefield,8:50 PM,00:26:00,Non-Peak Time,Yes,7,19
RD674,Whitefield,7:32 PM,00:10:00,Peak Time,Yes,3,7
RD675,Whitefield,5:13 PM,00:16:00,Peak Time,No,7,0
RD676,Whitefield,4:04 PM,00:10:00,Peak Time,No,8,0
RD677,Whitefield,4:22 PM,00:11:00,Peak Time,No,5,0
RD678,Whitefield,4:29 PM,00:16:00,Peak Time,Yes,5,11
RD679,Whitefield,9:35 PM,00:17:00,Non-Peak Time,Yes,6,11
RD680,Whitefield,8:25 PM,00:17:00,Non-Peak Time,Yes,6,11
RD681,Whitefield,7:30 PM,00:18:00,Peak Time,Yes,6,12
RD682,Whitefield,9:09 PM,00:11:00,Non-Peak Time,No,7,0
RD683,Whitefield,5:29 PM,00:15:00,Peak Time,Yes,5,10
RD684,Whitefield,3:29 AM,00:02:00,Non-Peak Time,Yes,1,1
RD685,Whitefield,10:09 PM,00:04:00,Non-Peak Time,Yes,1,3
RD686,Whitefield,10:11 PM,00:12:00,Non-Peak Time,Yes,2,10
RD687,Whitefield,2:35 AM,00:01:00,Non-Peak Time,Yes,0,1
RD688,Whitefield,3:30 AM,00:12:00,Non-Peak Time,Yes,2,10
RD689,Whitefield,2:47 AM,00:03:00,Non-Peak Time,No,2,0
RD690,Whitefield,1:06 AM,00:10:00,Non-Peak Time,Yes,2,8
RD691,Whitefield,3:47 AM,00:09:00,Non-Peak Time,No,6,0
RD692,Whitefield,3:30 AM,00:14:00,Non-Peak Time,Yes,5,9
RD693,Whitefield,4:08 AM,00:05:00,Non-Peak Time,Yes,1,4
RD694,Whitefield,12:26 AM,00:09:00,Non-Peak Time,No,7,0
RD695,Whitefield,4:00 AM,00:03:00,Non-Peak Time,Yes,1,2
RD696,Whitefield,1:12 AM,00:07:00,Non-Peak Time,Yes,1,6
RD697,Whitefield,10:49 PM,00:01:00,Non-Peak Time,No,4,0
RD698,Whitefield,3:31 AM,00:28:00,Non-Peak Time,Yes,7,21
RD699,Whitefield,11:09 PM,00:10:00,Non-Peak Time,Yes,3,7
RD700,Whitefield,5:40 AM,00:09:00,Non-Peak Time,Yes,3,6
RD701,Whitefield,5:43 AM,00:03:00,Non-Peak Time,Yes,1,2
RD702,Whitefield,7:57 AM,00:09:00,Non-Peak Time,Yes,2,7
RD703,Whitefield,7:05 AM,00:10:00,Non-Peak Time,No,7,0
RD704,Whitefield,7:36 AM,00:02:00,Non-Peak Time,Yes,1,1
RD705,Whitefield,6:29 AM,00:13:00,Non-Peak Time,Yes,3,10
RD706,Whitefield,5:37 AM,00:05:00,Non-Peak Time,Yes,1,4
RD707,Whitefield,7:51 AM,00:01:00,Non-Peak Time,Yes,0,1
RD708,Whitefield,6:25 AM,00:13:00,Non-Peak Time,Yes,4,9
RD709,Whitefield,5:01 AM,00:12:00,Non-Peak Time,No,3,0
RD710,Whitefield,7:37 AM,00:09:00,Non-Peak Time,No,3,0
RD711,Whitefield,6:21 AM,00:03:00,Non-Peak Time,No,5,0
RD712,Whitefield,5:02 AM,00:14:00,Non-Peak Time,Yes,4,10
RD713,Whitefield,5:36 AM,00:08:00,Non-Peak Time,No,5,0
RD714,Whitefield,10:32 AM,00:13:00,Peak Time,No,8,0
RD715,Whitefield,10:24 AM,00:13:00,Peak Time,No,6,0
RD716,Whitefield,8:39 AM,00:15:00,Peak Time,No,6,0
RD717,Whitefield,9:07 AM,00:13:00,Peak Time,No,7,0
RD718,Whitefield,9:08 AM,00:22:00,Peak Time,Yes,6,16
RD719,Whitefield,10:24 AM,00:17:00,Peak Time,Yes,6,11
RD720,Whitefield,9:45 AM,00:14:00,Peak Time,Yes,5,9
